post_Healthy,post_Degraded,post_MaintenanceRequired,post_FailedRecoverable,post_FailedPermanent
1.6028468900538968e-150,1.4144943933165125e-77,1.1035947805325875e-55,4.172617721188071e-16,1.0
1.6605448570945827e-182,5.596464996212621e-98,5.187524056316568e-72,7.102994297069282e-20,1.0
3.8944549965337025e-165,2.5007601525433166e-87,3.100493245257446e-63,6.238921554872636e-18,1.0
2.7921232855753446e-164,1.4247088416910394e-85,3.932260618648418e-60,8.913058414240802e-18,1.0
3.168357996807172e-122,3.8595959533279045e-67,1.1171921534520646e-48,1.3900478957247078e-13,1.0
2.8105582000050925e-135,2.6308767369243275e-71,5.003276221233048e-49,2.241861128409834e-13,1.0
3.225163381133674e-155,1.8785920136150668e-81,5.497899319577679e-58,4.3359697025028787e-17,1.0
1.1853749560983034e-164,1.0472412304428322e-86,1.956649502701618e-63,1.1435508369231862e-17,1.0
1.5031224867448201e-168,5.24536366618753e-92,2.8526422067889237e-70,3.83382930317025e-21,1.0
2.680771867175527e-164,1.210090331252133e-85,3.245823667963714e-61,1.640278754795225e-17,1.0
6.215682038682784e-175,4.4541673727775734e-91,3.156022096947313e-65,1.2160517740906722e-19,1.0
5.889766362455596e-147,7.294390087128232e-76,2.362300576874314e-56,1.6697511491924578e-16,1.0
1.5232087618559768e-148,5.633232981613103e-76,6.56143705725971e-55,1.1579009804907878e-16,1.0
1.4664446469104281e-151,5.59292983639011e-77,8.447950566689525e-56,7.866167990989438e-17,1.0
1.278515123143333e-156,3.722412351359754e-83,3.996509403720325e-59,4.090719274612362e-17,1.0
4.212561927786143e-185,2.243063386279108e-98,4.982021690363702e-72,5.953632556223907e-22,1.0
3.3907448130614293e-174,5.498844670095989e-98,2.176289319078279e-71,2.0103339865671235e-21,1.0
1.348850374157051e-178,2.547860528791769e-103,1.263840729184445e-78,6.293899525772948e-22,1.0
1.0492048187732514e-165,7.862153025517057e-87,1.8105057846263646e-63,8.608619921155671e-19,1.0
1.5486908295059598e-178,8.289845725858102e-97,4.387512762881059e-73,1.2400731092462582e-21,1.0
3.8157738053845306e-165,1.2097832694622931e-86,4.217374906687108e-62,4.212908974415087e-18,1.0
1.4309198190209368e-172,2.8710612295315707e-98,5.156458028621833e-74,3.2770431061343298e-21,1.0
7.393503451357408e-164,4.145378894415516e-90,1.227447196742322e-69,7.460589524964017e-21,1.0
3.479746053214271e-170,4.507379757015975e-96,3.6059941551880684e-71,1.3325539223624475e-19,1.0
3.709278502705217e-153,2.7341357743295867e-84,1.7090175339047757e-63,4.945226430694254e-18,1.0
4.191630960564726e-168,5.932489359718928e-92,2.0666274899849094e-69,8.865982530904649e-21,1.0
1.61287976951801e-169,2.1197306342666134e-93,1.0681566041540056e-71,7.068017369597917e-21,1.0
2.8721492444946743e-173,2.5632958681953173e-95,2.6914098710192724e-71,1.0892446370153688e-20,1.0
1.0565278206398543e-179,7.110817918996106e-98,3.521682285586012e-74,1.133025393111219e-21,1.0
1.1811695039853629e-141,1.4155747589434905e-81,8.34469434310662e-62,3.7082659172086343e-17,1.0
3.84230451969562e-200,8.660805167417181e-108,3.0991248554907913e-78,3.7162437106706585e-22,1.0
3.026818292658311e-160,2.0509724858295174e-84,6.191882097865593e-62,7.401587178334946e-19,1.0
1.6022176051989183e-144,8.003743285529601e-77,3.716002549597669e-56,7.965946557779225e-17,1.0
2.0395447076210167e-191,5.032236817719926e-106,1.271470358094395e-81,7.878675491688099e-24,1.0
4.9549469288183094e-144,1.467644428584694e-78,8.155605422472776e-57,6.481725471023247e-16,1.0
3.251941173878143e-163,1.7850775928702804e-87,4.9872809568774595e-64,2.2172534313321463e-17,1.0
1.783376077642333e-153,4.7288387942297127e-79,1.2958759500451073e-57,9.037468697259853e-17,1.0
4.224033762309884e-169,2.4767223545040192e-88,1.3934483787487366e-64,1.3625184773170405e-19,1.0
6.958962644206365e-159,9.417230574483365e-92,6.199994772976797e-69,1.0237303760775964e-19,1.0
2.003163383576462e-148,3.6692469302986057e-84,3.2968188988711125e-63,3.7672478735450687e-19,1.0
6.42775320587909e-150,7.465057783904313e-81,2.3078899071082265e-60,4.3135104202508345e-18,1.0
2.2163980120398816e-158,2.2979497807720383e-80,3.1273452051491925e-57,4.9721422283246107e-17,1.0
2.1224276213939183e-149,2.8808370257008767e-82,2.493489832799246e-59,7.465240615437668e-18,1.0
1.835645351753864e-160,7.834436168256579e-84,5.128667194561761e-60,1.980404776618574e-16,1.0
4.113305295447388e-207,9.193519056562044e-116,6.912908191157572e-87,8.346020221166025e-25,1.0
8.644022189442113e-200,8.90785961395061e-114,4.845692665748752e-84,1.9108131831644375e-23,1.0
5.228507915143838e-155,3.685631460615866e-83,1.1569638036788958e-58,8.373706459457403e-17,1.0
1.1681616065643848e-190,4.716761305871664e-108,6.2921542955612e-80,1.4774965103894485e-23,1.0
3.1848515095950136e-153,1.1183107110932096e-85,3.623876607551263e-63,3.125168007216444e-18,1.0
8.600768780764625e-159,2.564946254481899e-84,9.742857886675264e-63,3.2586274258424028e-18,1.0
